Security Command Center compliance report
Snapshot date,"Friday, July 17, 2026"
Assessed resource,gringo-vpc
Assessed organization ID,873985808727

Assessed compliance standard,PCI DSS 4.0
Assessed cloud provider,Google Cloud
Controls with detected violations,26
Controls without detected violations,24
Supported controls,50
Total findings,169

Control,Finding category,Status,Rule,Severity,Findings,Resources scanned
"10.2.1",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1",SQL_LOG_MIN_MESSAGES,Compliant,"The log_min_messages database flag for a Cloud SQL Postgres instance should be set to warning.",Low,0,33
"10.2.1.1",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.1",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.1",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.1",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.1",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.1",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.1",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.1",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.1",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.1",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1.2",SQL_LOG_DISCONNECTIONS_DISABLED,Non-compliant,"The log_disconnections database flag for a Cloud SQL Postgres instance should be set to on.",Medium,33,33
"10.2.1.2",SQL_LOG_CONNECTIONS_DISABLED,Non-compliant,"The log_connections database flag for a Cloud SQL Postgres instance should be set to on.",Medium,31,33
"10.2.1.2",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.2",SQL_LOG_STATEMENT,Non-compliant,"The log_statement database flag for a Cloud SQL Postgres instance should be set to ddl.",Low,33,33
"10.2.1.2",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.2",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.2",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.2",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.2",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.2",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.2",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.2",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.2",ALLOYDB_LOG_ERROR_VERBOSITY,Compliant,"The log_error_verbosity database flag for an AlloyDB instance should be set to default or another less restrictive value.",Medium,0,-
"10.2.1.2",ALLOYDB_LOG_MIN_ERROR_STATEMENT_SEVERITY,Compliant,"The log_min_error_statement database flag for an AlloyDB instance should be set to error or lower.",Medium,0,-
"10.2.1.2",SQL_LOG_ERROR_VERBOSITY,Compliant,"The log_error_verbosity database flag for a Cloud SQL Postgres instance should be set to default or verbose.",Medium,0,33
"10.2.1.2",SQL_LOG_MIN_DURATION_STATEMENT_ENABLED,Compliant,"The log_min_duration_statement database flag for a Cloud SQL Postgres instance should be set to -1.",Medium,0,33
"10.2.1.2",SQL_LOG_MIN_ERROR_STATEMENT_SEVERITY,Compliant,"The log_min_error_statement database flag for a Cloud SQL Postgres instance should be set to Error or another value that is less strict.",Medium,0,33
"10.2.1.2",ALLOYDB_LOG_MIN_MESSAGES,Compliant,"The log_min_messages database flag for an AlloyDB instance should be set to at minimum warning.",Low,0,-
"10.2.1.2",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1.2",SQL_LOG_MIN_MESSAGES,Compliant,"The log_min_messages database flag for a Cloud SQL Postgres instance should be set to warning.",Low,0,33
"10.2.1.3",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.3",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.3",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.3",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.3",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.3",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.3",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.3",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.3",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.3",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1.4",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.4",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.4",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.4",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.4",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.4",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.4",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.4",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.4",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.4",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1.5",SQL_LOG_DISCONNECTIONS_DISABLED,Non-compliant,"The log_disconnections database flag for a Cloud SQL Postgres instance should be set to on.",Medium,33,33
"10.2.1.5",SQL_LOG_CONNECTIONS_DISABLED,Non-compliant,"The log_connections database flag for a Cloud SQL Postgres instance should be set to on.",Medium,31,33
"10.2.1.5",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.5",SQL_LOG_STATEMENT,Non-compliant,"The log_statement database flag for a Cloud SQL Postgres instance should be set to ddl.",Low,33,33
"10.2.1.5",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.5",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.5",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.5",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.5",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.5",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.5",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.5",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.5",ALLOYDB_LOG_ERROR_VERBOSITY,Compliant,"The log_error_verbosity database flag for an AlloyDB instance should be set to default or another less restrictive value.",Medium,0,-
"10.2.1.5",ALLOYDB_LOG_MIN_ERROR_STATEMENT_SEVERITY,Compliant,"The log_min_error_statement database flag for an AlloyDB instance should be set to error or lower.",Medium,0,-
"10.2.1.5",SQL_LOG_ERROR_VERBOSITY,Compliant,"The log_error_verbosity database flag for a Cloud SQL Postgres instance should be set to default or verbose.",Medium,0,33
"10.2.1.5",SQL_LOG_MIN_DURATION_STATEMENT_ENABLED,Compliant,"The log_min_duration_statement database flag for a Cloud SQL Postgres instance should be set to -1.",Medium,0,33
"10.2.1.5",SQL_LOG_MIN_ERROR_STATEMENT_SEVERITY,Compliant,"The log_min_error_statement database flag for a Cloud SQL Postgres instance should be set to Error or another value that is less strict.",Medium,0,33
"10.2.1.5",ALLOYDB_LOG_MIN_MESSAGES,Compliant,"The log_min_messages database flag for an AlloyDB instance should be set to at minimum warning.",Low,0,-
"10.2.1.5",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1.5",SQL_LOG_MIN_MESSAGES,Compliant,"The log_min_messages database flag for a Cloud SQL Postgres instance should be set to warning.",Low,0,33
"10.2.1.6",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.6",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.6",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.6",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.6",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.6",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.6",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.6",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.6",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.6",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.1.7",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.1.7",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.1.7",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.1.7",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.1.7",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.1.7",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.1.7",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.1.7",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.1.7",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.1.7",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.2.2",LOAD_BALANCER_LOGGING_DISABLED,Non-compliant,"Enable logging for the load balancer backend service.",Medium,1,43
"10.2.2",AUDIT_CONFIG_NOT_MONITORED,Non-compliant,"Metric filter and alerts should exist for Audit Configuration Changes",Low,1,1
"10.2.2",BUCKET_IAM_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Cloud Storage IAM permission changes",Low,1,1
"10.2.2",CUSTOM_ROLE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Custom Role changes",Low,1,1
"10.2.2",FIREWALL_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC Network Firewall rule changes",Low,1,1
"10.2.2",NETWORK_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network changes",Low,1,1
"10.2.2",OWNER_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for Project Ownership assignments/changes",Low,1,1
"10.2.2",ROUTE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for VPC network route changes",Low,1,1
"10.2.2",SQL_INSTANCE_NOT_MONITORED,Non-compliant,"Log metric filter and alerts should exist for SQL instance configuration changes",Low,1,1
"10.2.2",LOG_NOT_EXPORTED,Compliant,"Sinks should be configured for all Log entries",Low,0,1
"10.4.1",DNS_LOGGING_DISABLED,Non-compliant,"DNS logging should be enabled for VPC networks",Medium,1,1
"10.4.1",AUDIT_LOGGING_DISABLED,Compliant,"Cloud Audit Logging should be configured properly across all services and all users from a project",Low,0,1
"10.4.1.1",DNS_LOGGING_DISABLED,Non-compliant,"DNS logging should be enabled for VPC networks",Medium,1,1
"10.4.1.1",AUDIT_LOGGING_DISABLED,Compliant,"Cloud Audit Logging should be configured properly across all services and all users from a project",Low,0,1
"10.4.2",DNS_LOGGING_DISABLED,Non-compliant,"DNS logging should be enabled for VPC networks",Medium,1,1
"10.4.2",AUDIT_LOGGING_DISABLED,Compliant,"Cloud Audit Logging should be configured properly across all services and all users from a project",Low,0,1
"10.4.3",DNS_LOGGING_DISABLED,Non-compliant,"DNS logging should be enabled for VPC networks",Medium,1,1
"10.4.3",AUDIT_LOGGING_DISABLED,Compliant,"Cloud Audit Logging should be configured properly across all services and all users from a project",Low,0,1
"11.2.1",CLOUD_ASSET_API_DISABLED,Compliant,"Cloud Asset API should be enabled for projects.",Low,0,-
"11.2.2",CLOUD_ASSET_API_DISABLED,Compliant,"Cloud Asset API should be enabled for projects.",Low,0,-
"12.5.1",CLOUD_ASSET_API_DISABLED,Compliant,"Cloud Asset API should be enabled for projects.",Low,0,-
